"pokemonId","abilityName","isHidden"
"4-n1","しんりょく","false"
"4-n10","りんぷん","false"
"4-n100","ぼうおん","false"
"4-n100","せいでんき","false"
"4-n1000","かたやぶり","false"
"4-n1000","マイペース","false"
"4-n1001","かたやぶり","false"
"4-n1001","マイペース","false"
"4-n1002","かたやぶり","false"
"4-n1002","マイペース","false"
"4-n1003","もらいび","false"
"4-n1004","もらいび","false"
"4-n1005","もらいび","false"
"4-n1006","きんしのちから","false"
"4-n1007","きんしのちから","false"
"4-n1008","まけんき","false"
"4-n1008","そうだいしょう","false"
"4-n1009","どくのトゲ","false"
"4-n1009","ちょすい","false"
"4-n100h","ぼうおん","false"
"4-n100h","せいでんき","false"
"4-n101","ぼうおん","false"
"4-n101","せいでんき","false"
"4-n1010","やるき","false"
"4-n1010","せいしんりょく","false"
"4-n101h","ぼうおん","false"
"4-n101h","せいでんき","false"
"4-n102","ようりょくそ","false"
"4-n103","ようりょくそ","false"
"4-n103a","おみとおし","false"
"4-n104","いしあたま","false"
"4-n104","ひらいしん","false"
"4-n105","いしあたま","false"
"4-n105","ひらいしん","false"
"4-n105a","のろわれボディ","false"
"4-n105a","ひらいしん","false"
"4-n106","じゅうなん","false"
"4-n106","すてみ","false"
"4-n107","するどいめ","false"
"4-n107","てつのこぶし","false"
"4-n108","マイペース","false"
"4-n108","どんかん","false"
"4-n109","ふゆう","false"
"4-n109","かがくへんかガス","false"
"4-n11","だっぴ","false"
"4-n110","ふゆう","false"
"4-n110","かがくへんかガス","false"
"4-n110g","ふゆう","false"
"4-n110g","かがくへんかガス","false"
"4-n111","ひらいしん","false"
"4-n111","いしあたま","false"
"4-n112","ひらいしん","false"
"4-n112","いしあたま","false"
"4-n113","しぜんかいふく","false"
"4-n113","てんのめぐみ","false"
"4-n114","ようりょくそ","false"
"4-n114","リーフガード","false"
"4-n115","はやおき","false"
"4-n115","きもったま","false"
"4-n115m","おやこあい","false"
"4-n116","すいすい","false"
"4-n116","スナイパー","false"
"4-n117","どくのトゲ","false"
"4-n117","スナイパー","false"
"4-n118","すいすい","false"
"4-n118","みずのベール","false"
"4-n119","すいすい","false"
"4-n119","みずのベール","false"
"4-n12","ふくがん","false"
"4-n120","はっこう","false"
"4-n120","しぜんかいふく","false"
"4-n121","はっこう","false"
"4-n121","しぜんかいふく","false"
"4-n122","ぼうおん","false"
"4-n122","フィルター","false"
"4-n122g","やるき","false"
"4-n122g","バリアフリー","false"
"4-n123","むしのしらせ","false"
"4-n123","テクニシャン","false"
"4-n124","どんかん","false"
"4-n124","よちむ","false"
"4-n125","せいでんき","false"
"4-n126","ほのおのからだ","false"
"4-n127","かいりきバサミ","false"
"4-n127","かたやぶり","false"
"4-n127m","スカイスキン","false"
"4-n128","いかく","false"
"4-n128","いかりのつぼ","false"
"4-n128a","いかく","false"
"4-n128a","いかりのつぼ","false"
"4-n128b","いかく","false"
"4-n128b","いかりのつぼ","false"
"4-n128c","いかく","false"
"4-n128c","いかりのつぼ","false"
"4-n129","すいすい","false"
"4-n13","りんぷん","false"
"4-n130","いかく","false"
"4-n130m","かたやぶり","false"
"4-n131","ちょすい","false"
"4-n131","シェルアーマー","false"
"4-n132","じゅうなん","false"
"4-n133","にげあし","false"
"4-n133","てきおうりょく","false"
"4-n134","ちょすい","false"
"4-n135","ちくでん","false"
"4-n136","もらいび","false"
"4-n137","トレース","false"
"4-n137","ダウンロード","false"
"4-n138","すいすい","false"
"4-n138","シェルアーマー","false"
"4-n139","すいすい","false"
"4-n139","シェルアーマー","false"
"4-n14","だっぴ","false"
"4-n140","すいすい","false"
"4-n140","カブトアーマー","false"
"4-n141","すいすい","false"
"4-n141","カブトアーマー","false"
"4-n142","いしあたま","false"
"4-n142","プレッシャー","false"
"4-n142m","かたいツメ","false"
"4-n143","めんえき","false"
"4-n143","あついしぼう","false"
"4-n144","プレッシャー","false"
"4-n144g","かちき","false"
"4-n145","プレッシャー","false"
"4-n145g","まけんき","false"
"4-n146","プレッシャー","false"
"4-n146g","ぎゃくじょう","false"
"4-n147","だっぴ","false"
"4-n148","だっぴ","false"
"4-n149","せいしんりょく","false"
"4-n15","むしのしらせ","false"
"4-n150","プレッシャー","false"
"4-n150x","ふくつのこころ","false"
"4-n150y","ふみん","false"
"4-n151","シンクロ","false"
"4-n152","しんりょく","false"
"4-n153","しんりょく","false"
"4-n154","しんりょく","false"
"4-n155","もうか","false"
"4-n156","もうか","false"
"4-n157","もうか","false"
"4-n157h","もうか","false"
"4-n158","げきりゅう","false"
"4-n159","げきりゅう","false"
"4-n15m","てきおうりょく","false"
"4-n16","するどいめ","false"
"4-n16","ちどりあし","false"
"4-n160","げきりゅう","false"
"4-n161","にげあし","false"
"4-n161","するどいめ","false"
"4-n162","にげあし","false"
"4-n162","するどいめ","false"
"4-n163","ふみん","false"
"4-n163","するどいめ","false"
"4-n164","ふみん","false"
"4-n164","するどいめ","false"
"4-n165","むしのしらせ","false"
"4-n165","はやおき","false"
"4-n166","むしのしらせ","false"
"4-n166","はやおき","false"
"4-n167","むしのしらせ","false"
"4-n167","ふみん","false"
"4-n168","むしのしらせ","false"
"4-n168","ふみん","false"
"4-n169","せいしんりょく","false"
"4-n17","するどいめ","false"
"4-n17","ちどりあし","false"
"4-n170","ちくでん","false"
"4-n170","はっこう","false"
"4-n171","ちくでん","false"
"4-n171","はっこう","false"
"4-n172","せいでんき","false"
"4-n173","メロメロボディ","false"
"4-n173","マジックガード","false"
"4-n174","メロメロボディ","false"
"4-n174","かちき","false"
"4-n175","はりきり","false"
"4-n175","てんのめぐみ","false"
"4-n176","はりきり","false"
"4-n176","てんのめぐみ","false"
"4-n177","シンクロ","false"
"4-n177","はやおき","false"
"4-n178","シンクロ","false"
"4-n178","はやおき","false"
"4-n179","せいでんき","false"
"4-n18","するどいめ","false"
"4-n18","ちどりあし","false"
"4-n180","せいでんき","false"
"4-n181","せいでんき","false"
"4-n181m","かたやぶり","false"
"4-n182","ようりょくそ","false"
"4-n183","あついしぼう","false"
"4-n183","ちからもち","false"
"4-n184","あついしぼう","false"
"4-n184","ちからもち","false"
"4-n185","がんじょう","false"
"4-n185","いしあたま","false"
"4-n186","ちょすい","false"
"4-n186","しめりけ","false"
"4-n187","ようりょくそ","false"
"4-n187","リーフガード","false"
"4-n188","ようりょくそ","false"
"4-n188","リーフガード","false"
"4-n189","ようりょくそ","false"
"4-n189","リーフガード","false"
"4-n18m","ノーガード","false"
"4-n19","にげあし","false"
"4-n19","こんじょう","false"
"4-n190","にげあし","false"
"4-n190","ものひろい","false"
"4-n191","ようりょくそ","false"
"4-n191","サンパワー","false"
"4-n192","ようりょくそ","false"
"4-n192","サンパワー","false"
"4-n193","かそく","false"
"4-n193","ふくがん","false"
"4-n194","しめりけ","false"
"4-n194","ちょすい","false"
"4-n194p","どくのトゲ","false"
"4-n194p","ちょすい","false"
"4-n195","しめりけ","false"
"4-n195","ちょすい","false"
"4-n196","シンクロ","false"
"4-n197","シンクロ","false"
"4-n198","ふみん","false"
"4-n198","きょううん","false"
"4-n199","どんかん","false"
"4-n199","マイペース","false"
"4-n199g","きみょうなくすり","false"
"4-n199g","マイペース","false"
"4-n19a","くいしんぼう","false"
"4-n19a","はりきり","false"
"4-n2","しんりょく","false"
"4-n20","にげあし","false"
"4-n20","こんじょう","false"
"4-n200","ふゆう","false"
"4-n201","ふゆう","false"
"4-n202","かげふみ","false"
"4-n203","せいしんりょく","false"
"4-n203","はやおき","false"
"4-n204","がんじょう","false"
"4-n205","がんじょう","false"
"4-n206","てんのめぐみ","false"
"4-n206","にげあし","false"
"4-n207","かいりきバサミ","false"
"4-n207","すながくれ","false"
"4-n208","いしあたま","false"
"4-n208","がんじょう","false"
"4-n208m","すなのちから","false"
"4-n209","いかく","false"
"4-n209","にげあし","false"
"4-n20a","くいしんぼう","false"
"4-n20a","はりきり","false"
"4-n21","するどいめ","false"
"4-n210","いかく","false"
"4-n210","はやあし","false"
"4-n211","どくのトゲ","false"
"4-n211","すいすい","false"
"4-n211h","どくのトゲ","false"
"4-n211h","すいすい","false"
"4-n212","むしのしらせ","false"
"4-n212","テクニシャン","false"
"4-n212m","テクニシャン","false"
"4-n213","がんじょう","false"
"4-n213","くいしんぼう","false"
"4-n214","むしのしらせ","false"
"4-n214","こんじょう","false"
"4-n214m","スキルリンク","false"
"4-n215","せいしんりょく","false"
"4-n215","するどいめ","false"
"4-n215h","せいしんりょく","false"
"4-n215h","するどいめ","false"
"4-n216","ものひろい","false"
"4-n216","はやあし","false"
"4-n217","こんじょう","false"
"4-n217","はやあし","false"
"4-n218","マグマのよろい","false"
"4-n218","ほのおのからだ","false"
"4-n219","マグマのよろい","false"
"4-n219","ほのおのからだ","false"
"4-n22","するどいめ","false"
"4-n220","どんかん","false"
"4-n220","ゆきがくれ","false"
"4-n221","どんかん","false"
"4-n221","ゆきがくれ","false"
"4-n222","はりきり","false"
"4-n222","しぜんかいふく","false"
"4-n222g","くだけるよろい","false"
"4-n223","はりきり","false"
"4-n223","スナイパー","false"
"4-n224","きゅうばん","false"
"4-n224","スナイパー","false"
"4-n225","やるき","false"
"4-n225","はりきり","false"
"4-n226","すいすい","false"
"4-n226","ちょすい","false"
"4-n227","するどいめ","false"
"4-n227","がんじょう","false"
"4-n228","はやおき","false"
"4-n228","もらいび","false"
"4-n229","はやおき","false"
"4-n229","もらいび","false"
"4-n229m","サンパワー","false"
"4-n23","いかく","false"
"4-n23","だっぴ","false"
"4-n230","すいすい","false"
"4-n230","スナイパー","false"
"4-n231","ものひろい","false"
"4-n232","がんじょう","false"
"4-n233","トレース","false"
"4-n233","ダウンロード","false"
"4-n234","いかく","false"
"4-n234","おみとおし","false"
"4-n235","マイペース","false"
"4-n235","テクニシャン","false"
"4-n236","こんじょう","false"
"4-n236","ふくつのこころ","false"
"4-n237","いかく","false"
"4-n237","テクニシャン","false"
"4-n238","どんかん","false"
"4-n238","よちむ","false"
"4-n239","せいでんき","false"
"4-n24","いかく","false"
"4-n24","だっぴ","false"
"4-n240","ほのおのからだ","false"
"4-n241","あついしぼう","false"
"4-n241","きもったま","false"
"4-n242","しぜんかいふく","false"
"4-n242","てんのめぐみ","false"
"4-n243","プレッシャー","false"
"4-n244","プレッシャー","false"
"4-n245","プレッシャー","false"
"4-n246","こんじょう","false"
"4-n247","だっぴ","false"
"4-n248","すなおこし","false"
"4-n248m","すなおこし","false"
"4-n249","プレッシャー","false"
"4-n25","せいでんき","false"
"4-n250","プレッシャー","false"
"4-n251","しぜんかいふく","false"
"4-n252","しんりょく","false"
"4-n253","しんりょく","false"
"4-n254","しんりょく","false"
"4-n254m","ひらいしん","false"
"4-n255","もうか","false"
"4-n256","もうか","false"
