"pokemonId","moveName"
"n1","たいあたり"
"n1","なきごえ"
"n1","つるのムチ"
"n1","せいちょう"
"n1","やどりぎのタネ"
"n1","はっぱカッター"
"n1","どくのこな"
"n1","ねむりごな"
"n1","タネばくだん"
"n1","とっしん"
"n1","あまいかおり"
"n1","こうごうせい"
"n1","なやみのタネ"
"n1","すてみタックル"
"n1","ソーラービーム"
"n1","マジカルリーフ"
"n1","ソーラービーム"
"n1","ひかりのかべ"
"n1","しんぴのまもり"
"n1","ねむる"
"n1","いびき"
"n1","まもる"
"n1","ギガドレイン"
"n1","あまえる"
"n1","メロメロ"
"n1","にほんばれ"
"n1","からげんき"
"n1","てだすけ"
"n1","ウェザーボール"
"n1","タネマシンガン"
"n1","ベノムショック"
"n1","りんしょう"
"n1","グラスフィールド"
"n1","みねうち"
"n1","つるぎのまい"
"n1","のしかかり"
"n1","ドわすれ"
"n1","みがわり"
"n1","ヘドロばくだん"
"n1","こらえる"
"n1","ねごと"
"n1","タネばくだん"
"n1","エナジーボール"
"n1","リーフストーム"
"n1","パワーウィップ"
"n1","くさむすび"
"n1","ふるいたてる"
"n1","はなびらのまい"
"n1","どくどく"
"n1","ロケットずつき"
"n1","のろい"
"n1","しぜんのちから"
"n1","ねをはる"
"n1","くさのちかい"
"n2","たいあたり"
"n2","なきごえ"
"n2","つるのムチ"
"n2","せいちょう"
"n2","やどりぎのタネ"
"n2","はっぱカッター"
"n2","どくのこな"
"n2","ねむりごな"
"n2","タネばくだん"
"n2","とっしん"
"n2","あまいかおり"
"n2","こうごうせい"
"n2","なやみのタネ"
"n2","すてみタックル"
"n2","ソーラービーム"
"n2","マジカルリーフ"
"n2","ソーラービーム"
"n2","ひかりのかべ"
"n2","しんぴのまもり"
"n2","ねむる"
"n2","いびき"
"n2","まもる"
"n2","ギガドレイン"
"n2","あまえる"
"n2","メロメロ"
"n2","にほんばれ"
"n2","からげんき"
"n2","てだすけ"
"n2","ウェザーボール"
"n2","タネマシンガン"
"n2","ベノムショック"
"n2","りんしょう"
"n2","グラスフィールド"
"n2","みねうち"
"n2","つるぎのまい"
"n2","のしかかり"
"n2","ドわすれ"
"n2","みがわり"
"n2","ヘドロばくだん"
"n2","こらえる"
"n2","ねごと"
"n2","タネばくだん"
"n2","エナジーボール"
"n2","リーフストーム"
"n2","パワーウィップ"
"n2","くさむすび"
"n2","ふるいたてる"
"n2","はなびらのまい"
"n2","どくどく"
"n2","ロケットずつき"
"n2","のろい"
"n2","しぜんのちから"
"n2","ねをはる"
"n2","くさのちかい"
"n3","はなふぶき"
"n3","たいあたり"
"n3","なきごえ"
"n3","つるのムチ"
"n3","はなびらのまい"
"n3","はなふぶき"
"n3","せいちょう"
"n3","やどりぎのタネ"
"n3","はっぱカッター"
"n3","どくのこな"
"n3","ねむりごな"
"n3","タネばくだん"
"n3","とっしん"
"n3","あまいかおり"
"n3","こうごうせい"
"n3","なやみのタネ"
"n3","すてみタックル"
"n3","ソーラービーム"
"n3","はかいこうせん"
"n3","ギガインパクト"
"n3","マジカルリーフ"
"n3","ソーラービーム"
"n3","ひかりのかべ"
"n3","しんぴのまもり"
"n3","ねむる"
"n3","いびき"
"n3","まもる"
"n3","ギガドレイン"
"n3","あまえる"
"n3","メロメロ"
"n3","にほんばれ"
"n3","からげんき"
"n3","てだすけ"
"n3","ウェザーボール"
"n3","タネマシンガン"
"n3","ベノムショック"
"n3","りんしょう"
"n3","じならし"
"n3","グラスフィールド"
"n3","みねうち"
"n3","じだんだ"
"n3","つるぎのまい"
"n3","のしかかり"
"n3","じしん"
"n3","ドわすれ"
"n3","みがわり"
"n3","ヘドロばくだん"
"n3","げきりん"
"n3","こらえる"
"n3","ねごと"
"n3","タネばくだん"
"n3","エナジーボール"
"n3","だいちのちから"
"n3","リーフストーム"
"n3","パワーウィップ"
"n3","くさむすび"
"n3","ふるいたてる"
"n3","はなびらのまい"
"n3","どくどく"
"n3","ロケットずつき"
"n3","のろい"
"n3","しぜんのちから"
"n3","ねをはる"
"n3","ハードプラント"
"n3","くさのちかい"
"n4","ひっかく"
"n4","なきごえ"
"n4","ひのこ"
"n4","えんまく"
"n4","りゅうのいぶき"
"n4","ほのおのキバ"
"n4","きりさく"
"n4","かえんほうしゃ"
"n4","こわいかお"
"n4","ほのおのうず"
"n4","れんごく"
"n4","フレアドライブ"
"n4","メガトンパンチ"
"n4","メガトンキック"
"n4","ほのおのパンチ"
"n4","かみなりパンチ"
"n4","ほのおのうず"
"n4","あなをほる"
"n4","ねむる"
"n4","いわなだれ"
"n4","いびき"
"n4","まもる"
"n4","こわいかお"
"n4","メロメロ"
"n4","にほんばれ"
"n4","ふくろだたき"
"n4","おにび"
"n4","からげんき"
"n4","スピードスター"
"n4","てだすけ"
"n4","かわらわり"
"n4","ウェザーボール"
"n4","がんせきふうじ"
"n4","なげつける"
"n4","シャドークロー"
"n4","ほのおのキバ"
"n4","りんしょう"
"n4","アクロバット"
"n4","みねうち"
"n4","つるぎのまい"
"n4","のしかかり"
"n4","かえんほうしゃ"
"n4","だいもんじ"
"n4","みがわり"
"n4","げきりん"
"n4","こらえる"
"n4","ねごと"
"n4","アイアンテール"
"n4","かみくだく"
"n4","ねっぷう"
"n4","オーバーヒート"
"n4","ドラゴンクロー"
"n4","りゅうのまい"
"n4","フレアドライブ"
"n4","りゅうのはどう"
"n4","ふるいたてる"
"n4","つばさでうつ"
"n4","かみつく"
"n4","カウンター"
"n4","はらだいこ"
"n4","メタルクロー"
"n4","げんしのちから"
"n4","ドラゴンダイブ"
"n4","ドラゴンテール"
"n4","ほのおのちかい"
"n5","ひっかく"
"n5","なきごえ"
"n5","ひのこ"
"n5","えんまく"
"n5","りゅうのいぶき"
"n5","ほのおのキバ"
"n5","きりさく"
"n5","かえんほうしゃ"
"n5","こわいかお"
"n5","ほのおのうず"
"n5","れんごく"
"n5","フレアドライブ"
"n5","メガトンパンチ"
"n5","メガトンキック"
"n5","ほのおのパンチ"
"n5","かみなりパンチ"
"n5","ほのおのうず"
"n5","あなをほる"
"n5","ねむる"
"n5","いわなだれ"
"n5","いびき"
"n5","まもる"
"n5","こわいかお"
"n5","メロメロ"
"n5","にほんばれ"
"n5","ふくろだたき"
"n5","おにび"
"n5","からげんき"
"n5","スピードスター"
"n5","てだすけ"
"n5","かわらわり"
"n5","ウェザーボール"
"n5","がんせきふうじ"
"n5","なげつける"
"n5","シャドークロー"
"n5","ほのおのキバ"
"n5","りんしょう"
"n5","アクロバット"
"n5","みねうち"
"n5","つるぎのまい"
"n5","のしかかり"
"n5","かえんほうしゃ"
"n5","だいもんじ"
"n5","みがわり"
"n5","げきりん"
"n5","こらえる"
"n5","ねごと"
"n5","アイアンテール"
"n5","かみくだく"
"n5","ねっぷう"
"n5","オーバーヒート"
"n5","ドラゴンクロー"
"n5","りゅうのまい"
"n5","フレアドライブ"
"n5","りゅうのはどう"
"n5","ふるいたてる"
"n5","つばさでうつ"
"n5","かみつく"
"n5","カウンター"
"n5","はらだいこ"
"n5","メタルクロー"
"n5","げんしのちから"
"n5","ドラゴンダイブ"
"n5","ドラゴンテール"
"n5","ほのおのちかい"
"n6","エアスラッシュ"
"n6","ねっぷう"
"n6","ドラゴンクロー"
"n6","エアスラッシュ"
"n6","ひっかく"
"n6","なきごえ"
"n6","ひのこ"
"n6","えんまく"
"n6","りゅうのいぶき"
"n6","ほのおのキバ"
"n6","きりさく"
"n6","かえんほうしゃ"
"n6","こわいかお"
"n6","ほのおのうず"
"n6","れんごく"
"n6","フレアドライブ"
"n6","メガトンパンチ"
"n6","メガトンキック"
"n6","ほのおのパンチ"
"n6","かみなりパンチ"
"n6","そらをとぶ"
"n6","はかいこうせん"
"n6","ギガインパクト"
"n6","ソーラービーム"
"n6","ほのおのうず"
"n6","あなをほる"
"n6","ねむる"
"n6","いわなだれ"
"n6","いびき"
"n6","まもる"
"n6","こわいかお"
"n6","はがねのつばさ"
"n6","メロメロ"
"n6","にほんばれ"
"n6","ふくろだたき"
"n6","おにび"
"n6","からげんき"
"n6","スピードスター"
"n6","てだすけ"
"n6","かわらわり"
"n6","ウェザーボール"
"n6","がんせきふうじ"
"n6","なげつける"
"n6","シャドークロー"
"n6","ほのおのキバ"
"n6","りんしょう"
"n6","アクロバット"
"n6","じならし"
"n6","マジカルフレイム"
"n6","みねうち"
"n6","エアスラッシュ"
"n6","ぶんまわす"
"n6","ワイドブレイカー"
"n6","つるぎのまい"
"n6","のしかかり"
"n6","かえんほうしゃ"
"n6","じしん"
"n6","だいもんじ"
"n6","みがわり"
"n6","げきりん"
"n6","こらえる"
"n6","ねごと"
"n6","アイアンテール"
"n6","かみくだく"
"n6","ねっぷう"
"n6","ブレイズキック"
"n6","オーバーヒート"
"n6","ドラゴンクロー"
"n6","りゅうのまい"
"n6","フレアドライブ"
"n6","りゅうのはどう"
"n6","きあいだま"
"n6","ふるいたてる"
"n6","ヒートスタンプ"
"n6","ぼうふう"
"n6","つばさでうつ"
"n6","かみつく"
"n6","カウンター"
"n6","はらだいこ"
"n6","メタルクロー"
"n6","げんしのちから"
"n6","ドラゴンダイブ"
"n6","ドラゴンテール"
"n6","ブラストバーン"
"n6","ほのおのちかい"
"n6","キョダイゴクエン"
"n7","たいあたり"
"n7","しっぽをふる"
"n7","みずでっぽう"
"n7","からにこもる"
"n7","こうそくスピン"
"n7","かみつく"
"n7","みずのはどう"
"n7","まもる"
"n7","あまごい"
"n7","アクアテール"
"n7","からをやぶる"
"n7","てっぺき"
"n7","ハイドロポンプ"
"n7","ロケットずつき"
"n7","メガトンパンチ"
"n7","メガトンキック"
"n7","れいとうパンチ"
"n7","あなをほる"
"n7","ねむる"
"n7","いびき"
"n7","まもる"
"n7","こごえるかぜ"
"n7","メロメロ"
"n7","あまごい"
"n7","あられ"
"n7","うずしお"
"n7","からげんき"
"n7","てだすけ"
"n7","かわらわり"
"n7","ダイビング"
"n7","ウェザーボール"
"n7","がんせきふうじ"
"n7","しおみず"
"n7","なげつける"
"n7","りんしょう"
"n7","みねうち"
"n7","のしかかり"
"n7","ハイドロポンプ"
"n7","なみのり"
"n7","れいとうビーム"
"n7","ふぶき"
"n7","たきのぼり"
"n7","みがわり"
