"pokemonId","moveName"
"n1","たいあたり"
"n1","なきごえ"
"n1","やどりぎのタネ"
"n1","つるのムチ"
"n1","つるのムチ"
"n1","どくのこな"
"n1","ねむりごな"
"n1","とっしん"
"n1","はっぱカッター"
"n1","あまいかおり"
"n1","せいちょう"
"n1","すてみタックル"
"n1","なやみのタネ"
"n1","こうごうせい"
"n1","タネばくだん"
"n1","ふるいたてる"
"n1","どくどく"
"n1","ベノムショック"
"n1","めざめるパワー"
"n1","にほんばれ"
"n1","ひかりのかべ"
"n1","まもる"
"n1","しんぴのまもり"
"n1","やつあたり"
"n1","ソーラービーム"
"n1","おんがえし"
"n1","かげぶんしん"
"n1","ヘドロばくだん"
"n1","からげんき"
"n1","ねむる"
"n1","メロメロ"
"n1","りんしょう"
"n1","エコーボイス"
"n1","エナジーボール"
"n1","つるぎのまい"
"n1","くさむすび"
"n1","いばる"
"n1","ねごと"
"n1","みがわり"
"n1","しぜんのちから"
"n1","ないしょばなし"
"n1","はなびらのまい"
"n1","ヘドロこうげき"
"n1","ロケットずつき"
"n1","ドわすれ"
"n1","のろい"
"n1","ギガドレイン"
"n1","こらえる"
"n1","あまえる"
"n1","しぜんのちから"
"n1","ねをはる"
"n1","くさぶえ"
"n1","マジカルリーフ"
"n1","リーフストーム"
"n1","パワーウィップ"
"n1","グラスフィールド"
"n1","しめつける"
"n1","いびき"
"n1","ギガドレイン"
"n1","こうごうせい"
"n1","はたきおとす"
"n1","なやみのタネ"
"n1","タネばくだん"
"n1","くさのちかい"
"n2","たいあたり"
"n2","なきごえ"
"n2","やどりぎのタネ"
"n2","なきごえ"
"n2","やどりぎのタネ"
"n2","つるのムチ"
"n2","どくのこな"
"n2","ねむりごな"
"n2","とっしん"
"n2","はっぱカッター"
"n2","あまいかおり"
"n2","せいちょう"
"n2","すてみタックル"
"n2","なやみのタネ"
"n2","こうごうせい"
"n2","ソーラービーム"
"n2","ふるいたてる"
"n2","どくどく"
"n2","ベノムショック"
"n2","めざめるパワー"
"n2","にほんばれ"
"n2","ひかりのかべ"
"n2","まもる"
"n2","しんぴのまもり"
"n2","やつあたり"
"n2","ソーラービーム"
"n2","おんがえし"
"n2","かげぶんしん"
"n2","ヘドロばくだん"
"n2","からげんき"
"n2","ねむる"
"n2","メロメロ"
"n2","りんしょう"
"n2","エコーボイス"
"n2","エナジーボール"
"n2","つるぎのまい"
"n2","くさむすび"
"n2","いばる"
"n2","ねごと"
"n2","みがわり"
"n2","しぜんのちから"
"n2","ないしょばなし"
"n2","はなびらのまい"
"n2","ヘドロこうげき"
"n2","ロケットずつき"
"n2","ドわすれ"
"n2","のろい"
"n2","ギガドレイン"
"n2","こらえる"
"n2","あまえる"
"n2","しぜんのちから"
"n2","ねをはる"
"n2","くさぶえ"
"n2","マジカルリーフ"
"n2","リーフストーム"
"n2","パワーウィップ"
"n2","グラスフィールド"
"n2","しめつける"
"n2","いびき"
"n2","ギガドレイン"
"n2","こうごうせい"
"n2","はたきおとす"
"n2","なやみのタネ"
"n2","タネばくだん"
"n2","くさのちかい"
"n3","はなびらのまい"
"n3","たいあたり"
"n3","なきごえ"
"n3","やどりぎのタネ"
"n3","つるのムチ"
"n3","はなびらのまい"
"n3","なきごえ"
"n3","やどりぎのタネ"
"n3","つるのムチ"
"n3","どくのこな"
"n3","ねむりごな"
"n3","とっしん"
"n3","はっぱカッター"
"n3","あまいかおり"
"n3","せいちょう"
"n3","すてみタックル"
"n3","なやみのタネ"
"n3","こうごうせい"
"n3","はなふぶき"
"n3","ソーラービーム"
"n3","ふるいたてる"
"n3","ほえる"
"n3","どくどく"
"n3","ベノムショック"
"n3","めざめるパワー"
"n3","にほんばれ"
"n3","はかいこうせん"
"n3","ひかりのかべ"
"n3","まもる"
"n3","しんぴのまもり"
"n3","やつあたり"
"n3","ソーラービーム"
"n3","じしん"
"n3","おんがえし"
"n3","かげぶんしん"
"n3","ヘドロばくだん"
"n3","からげんき"
"n3","ねむる"
"n3","メロメロ"
"n3","りんしょう"
"n3","エコーボイス"
"n3","エナジーボール"
"n3","ギガインパクト"
"n3","つるぎのまい"
"n3","じならし"
"n3","くさむすび"
"n3","いばる"
"n3","ねごと"
"n3","みがわり"
"n3","しぜんのちから"
"n3","ないしょばなし"
"n3","はなびらのまい"
"n3","ヘドロこうげき"
"n3","ロケットずつき"
"n3","ドわすれ"
"n3","のろい"
"n3","ギガドレイン"
"n3","こらえる"
"n3","あまえる"
"n3","しぜんのちから"
"n3","ねをはる"
"n3","くさぶえ"
"n3","マジカルリーフ"
"n3","リーフストーム"
"n3","パワーウィップ"
"n3","グラスフィールド"
"n3","しめつける"
"n3","いびき"
"n3","げきりん"
"n3","ギガドレイン"
"n3","こうごうせい"
"n3","はたきおとす"
"n3","とおせんぼう"
"n3","なやみのタネ"
"n3","タネばくだん"
"n3","じだんだ"
"n3","ハードプラント"
"n3","くさのちかい"
"n3m","はなびらのまい"
"n3m","たいあたり"
"n3m","なきごえ"
"n3m","やどりぎのタネ"
"n3m","つるのムチ"
"n3m","はなびらのまい"
"n3m","なきごえ"
"n3m","やどりぎのタネ"
"n3m","つるのムチ"
"n3m","どくのこな"
"n3m","ねむりごな"
"n3m","とっしん"
"n3m","はっぱカッター"
"n3m","あまいかおり"
"n3m","せいちょう"
"n3m","すてみタックル"
"n3m","なやみのタネ"
"n3m","こうごうせい"
"n3m","はなふぶき"
"n3m","ソーラービーム"
"n3m","ふるいたてる"
"n3m","ほえる"
"n3m","どくどく"
"n3m","ベノムショック"
"n3m","めざめるパワー"
"n3m","にほんばれ"
"n3m","はかいこうせん"
"n3m","ひかりのかべ"
"n3m","まもる"
"n3m","しんぴのまもり"
"n3m","やつあたり"
"n3m","ソーラービーム"
"n3m","じしん"
"n3m","おんがえし"
"n3m","かげぶんしん"
"n3m","ヘドロばくだん"
"n3m","からげんき"
"n3m","ねむる"
"n3m","メロメロ"
"n3m","りんしょう"
"n3m","エコーボイス"
"n3m","エナジーボール"
"n3m","ギガインパクト"
"n3m","つるぎのまい"
"n3m","じならし"
"n3m","くさむすび"
"n3m","いばる"
"n3m","ねごと"
"n3m","みがわり"
"n3m","しぜんのちから"
"n3m","ないしょばなし"
"n3m","はなびらのまい"
"n3m","ヘドロこうげき"
"n3m","ロケットずつき"
"n3m","ドわすれ"
"n3m","のろい"
"n3m","ギガドレイン"
"n3m","こらえる"
"n3m","あまえる"
"n3m","しぜんのちから"
"n3m","ねをはる"
"n3m","くさぶえ"
"n3m","マジカルリーフ"
"n3m","リーフストーム"
"n3m","パワーウィップ"
"n3m","グラスフィールド"
"n3m","しめつける"
"n3m","いびき"
"n3m","げきりん"
"n3m","ギガドレイン"
"n3m","こうごうせい"
"n3m","はたきおとす"
"n3m","とおせんぼう"
"n3m","なやみのタネ"
"n3m","タネばくだん"
"n3m","じだんだ"
"n3m","ハードプラント"
"n3m","くさのちかい"
"n4","ひっかく"
"n4","なきごえ"
"n4","ひのこ"
"n4","えんまく"
"n4","りゅうのいかり"
"n4","こわいかお"
"n4","ほのおのキバ"
"n4","はじけるほのお"
"n4","きりさく"
"n4","かえんほうしゃ"
"n4","ほのおのうず"
"n4","れんごく"
"n4","ふるいたてる"
"n4","ドラゴンクロー"
"n4","どくどく"
"n4","めざめるパワー"
"n4","にほんばれ"
"n4","まもる"
"n4","やつあたり"
"n4","おんがえし"
"n4","かわらわり"
"n4","かげぶんしん"
"n4","かえんほうしゃ"
"n4","だいもんじ"
"n4","がんせきふうじ"
"n4","つばめがえし"
"n4","からげんき"
"n4","ニトロチャージ"
"n4","ねむる"
"n4","メロメロ"
"n4","りんしょう"
"n4","エコーボイス"
"n4","オーバーヒート"
"n4","なげつける"
"n4","おにび"
"n4","シャドークロー"
"n4","つるぎのまい"
"n4","いわなだれ"
"n4","いばる"
"n4","ねごと"
"n4","みがわり"
"n4","ないしょばなし"
"n4","かみつく"
"n4","カウンター"
"n4","はらだいこ"
"n4","げきりん"
"n4","メタルクロー"
"n4","かみくだく"
"n4","げんしのちから"
"n4","ふくろだたき"
"n4","きあいパンチ"
"n4","エアカッター"
"n4","りゅうのまい"
"n4","フレアドライブ"
"n4","りゅうのはどう"
"n4","ドラゴンダイブ"
"n4","ほのおのパンチ"
"n4","かみなりパンチ"
"n4","いびき"
"n4","アイアンテール"
"n4","ねっぷう"
"n4","きあいパンチ"
"n4","りゅうのはどう"
"n4","ほのおのちかい"
"n5","ひっかく"
"n5","なきごえ"
"n5","ひのこ"
"n5","ひのこ"
"n5","えんまく"
"n5","りゅうのいかり"
"n5","こわいかお"
"n5","ほのおのキバ"
"n5","はじけるほのお"
"n5","きりさく"
"n5","かえんほうしゃ"
"n5","ほのおのうず"
"n5","れんごく"
"n5","ふるいたてる"
"n5","ドラゴンクロー"
"n5","どくどく"
"n5","めざめるパワー"
"n5","にほんばれ"
"n5","まもる"
"n5","やつあたり"
"n5","おんがえし"
"n5","かわらわり"
"n5","かげぶんしん"
"n5","かえんほうしゃ"
"n5","だいもんじ"
"n5","がんせきふうじ"
"n5","つばめがえし"
"n5","からげんき"
"n5","ニトロチャージ"
"n5","ねむる"
"n5","メロメロ"
"n5","りんしょう"
"n5","エコーボイス"
"n5","オーバーヒート"
"n5","なげつける"
"n5","おにび"
"n5","シャドークロー"
"n5","つるぎのまい"
"n5","いわなだれ"
"n5","いばる"
"n5","ねごと"
"n5","みがわり"
"n5","ないしょばなし"
"n5","かみつく"
"n5","カウンター"
"n5","はらだいこ"
"n5","げきりん"
"n5","メタルクロー"
"n5","かみくだく"
"n5","げんしのちから"
"n5","ふくろだたき"
"n5","きあいパンチ"
"n5","エアカッター"
"n5","りゅうのまい"
"n5","フレアドライブ"
"n5","りゅうのはどう"
"n5","ドラゴンダイブ"
"n5","ほのおのパンチ"
"n5","かみなりパンチ"
"n5","いびき"
"n5","アイアンテール"
"n5","ねっぷう"
"n5","きあいパンチ"
"n5","りゅうのはどう"
"n5","ほのおのちかい"
"n6","つばさでうつ"
"n6","フレアドライブ"
"n6","ねっぷう"
"n6","ドラゴンクロー"
"n6","シャドークロー"
"n6","エアスラッシュ"
"n6","ひっかく"
"n6","なきごえ"
"n6","ひのこ"
"n6","つばさでうつ"
