"pokemonId","moveName"
"3-n100","じゅうでん"
"3-n100","たいあたり"
"3-n100","でんきショック"
"3-n100","かいでんぱ"
"3-n100","スパーク"
"3-n100","ころがる"
"3-n100","いやなおと"
"3-n100","チャージビーム"
"3-n100","スピードスター"
"3-n100","エレキボール"
"3-n100","じばく"
"3-n100","ひかりのかべ"
"3-n100","でんじふゆう"
"3-n100","ほうでん"
"3-n100","だいばくはつ"
"3-n100","ジャイロボール"
"3-n100","ミラーコート"
"3-n100","とっしん"
"3-n100","こうそくいどう"
"3-n100","まもる"
"3-n100","どろぼう"
"3-n100","からげんき"
"3-n100","こらえる"
"3-n100","ボルトチェンジ"
"3-n100","あまごい"
"3-n100","イカサマ"
"3-n100","ねごと"
"3-n100","でんじは"
"3-n100","ねむる"
"3-n100","ちょうはつ"
"3-n100","みがわり"
"3-n100","10まんボルト"
"3-n100","てだすけ"
"3-n100","エレキフィールド"
"3-n100","ワイルドボルト"
"3-n100","かみなり"
"3-n100","テラバースト"
"3-n100","リサイクル"
"3-n100","きんぞくおん"
"3-n100h","じゅうでん"
"3-n100h","たいあたり"
"3-n100h","でんきショック"
"3-n100h","かいでんぱ"
"3-n100h","スパーク"
"3-n100h","ころがる"
"3-n100h","いやなおと"
"3-n100h","チャージビーム"
"3-n100h","スピードスター"
"3-n100h","エレキボール"
"3-n100h","じばく"
"3-n100h","ひかりのかべ"
"3-n100h","でんじふゆう"
"3-n100h","ほうでん"
"3-n100h","だいばくはつ"
"3-n100h","ジャイロボール"
"3-n100h","ミラーコート"
"3-n100h","とっしん"
"3-n100h","こうそくいどう"
"3-n100h","まもる"
"3-n100h","どろぼう"
"3-n100h","からげんき"
"3-n100h","こらえる"
"3-n100h","ボルトチェンジ"
"3-n100h","あまごい"
"3-n100h","イカサマ"
"3-n100h","ねごと"
"3-n100h","でんじは"
"3-n100h","ねむる"
"3-n100h","ちょうはつ"
"3-n100h","みがわり"
"3-n100h","10まんボルト"
"3-n100h","てだすけ"
"3-n100h","エレキフィールド"
"3-n100h","ワイルドボルト"
"3-n100h","かみなり"
"3-n100h","テラバースト"
"3-n100h","リサイクル"
"3-n100h","きんぞくおん"
"3-n101","じばそうさ"
"3-n101","じゅうでん"
"3-n101","たいあたり"
"3-n101","かいでんぱ"
"3-n101","でんきショック"
"3-n101","スパーク"
"3-n101","ころがる"
"3-n101","いやなおと"
"3-n101","チャージビーム"
"3-n101","スピードスター"
"3-n101","エレキボール"
"3-n101","じばく"
"3-n101","ひかりのかべ"
"3-n101","でんじふゆう"
"3-n101","ほうでん"
"3-n101","だいばくはつ"
"3-n101","ジャイロボール"
"3-n101","ミラーコート"
"3-n101","とっしん"
"3-n101","こうそくいどう"
"3-n101","こわいかお"
"3-n101","まもる"
"3-n101","どろぼう"
"3-n101","からげんき"
"3-n101","こらえる"
"3-n101","ボルトチェンジ"
"3-n101","あまごい"
"3-n101","イカサマ"
"3-n101","ねごと"
"3-n101","でんじは"
"3-n101","ねむる"
"3-n101","ちょうはつ"
"3-n101","みがわり"
"3-n101","10まんボルト"
"3-n101","てだすけ"
"3-n101","エレキフィールド"
"3-n101","ワイルドボルト"
"3-n101","ギガインパクト"
"3-n101","はかいこうせん"
"3-n101","かみなり"
"3-n101","テラバースト"
"3-n101","リサイクル"
"3-n101","きんぞくおん"
"3-n101h","じばそうさ"
"3-n101h","じゅうでん"
"3-n101h","たいあたり"
"3-n101h","かいでんぱ"
"3-n101h","でんきショック"
"3-n101h","スパーク"
"3-n101h","ころがる"
"3-n101h","いやなおと"
"3-n101h","チャージビーム"
"3-n101h","スピードスター"
"3-n101h","エレキボール"
"3-n101h","じばく"
"3-n101h","ひかりのかべ"
"3-n101h","でんじふゆう"
"3-n101h","ほうでん"
"3-n101h","だいばくはつ"
"3-n101h","ジャイロボール"
"3-n101h","ミラーコート"
"3-n101h","とっしん"
"3-n101h","こうそくいどう"
"3-n101h","こわいかお"
"3-n101h","まもる"
"3-n101h","どろぼう"
"3-n101h","からげんき"
"3-n101h","こらえる"
"3-n101h","ボルトチェンジ"
"3-n101h","あまごい"
"3-n101h","イカサマ"
"3-n101h","ねごと"
"3-n101h","でんじは"
"3-n101h","ねむる"
"3-n101h","ちょうはつ"
"3-n101h","みがわり"
"3-n101h","10まんボルト"
"3-n101h","てだすけ"
"3-n101h","エレキフィールド"
"3-n101h","ワイルドボルト"
"3-n101h","ギガインパクト"
"3-n101h","はかいこうせん"
"3-n101h","かみなり"
"3-n101h","テラバースト"
"3-n101h","リサイクル"
"3-n101h","きんぞくおん"
"3-n102","さいみんじゅつ"
"3-n102","すいとる"
"3-n102","リフレクター"
"3-n102","やどりぎのタネ"
"3-n102","メガドレイン"
"3-n102","ねんりき"
"3-n102","こうごうせい"
"3-n102","タネマシンガン"
"3-n102","ギガドレイン"
"3-n102","じんつうりき"
"3-n102","さわぐ"
"3-n102","なやみのタネ"
"3-n102","ソーラービーム"
"3-n102","ひかりのかべ"
"3-n102","じばく"
"3-n102","ねむる"
"3-n102","どろぼう"
"3-n102","いびき"
"3-n102","まもる"
"3-n102","メロメロ"
"3-n102","にほんばれ"
"3-n102","からげんき"
"3-n102","パワースワップ"
"3-n102","トリックルーム"
"3-n102","りんしょう"
"3-n102","グラスフィールド"
"3-n102","つるぎのまい"
"3-n102","サイコキネシス"
"3-n102","みがわり"
"3-n102","ヘドロばくだん"
"3-n102","こらえる"
"3-n102","ねごと"
"3-n102","スキルスワップ"
"3-n102","タネばくだん"
"3-n102","エナジーボール"
"3-n102","リーフストーム"
"3-n102","くさむすび"
"3-n102","どくのこな"
"3-n102","しびれごな"
"3-n102","ねむりごな"
"3-n102","のろい"
"3-n102","つきのひかり"
"3-n102","げんしのちから"
"3-n102","ねをはる"
"3-n102","とおせんぼう"
"3-n102","グラススライダー"
"3-n103","ふみつけ"
"3-n103","タネばくだん"
"3-n103","さいみんじゅつ"
"3-n103","ねんりき"
"3-n103","サイコショック"
"3-n103","ウッドハンマー"
"3-n103","リーフストーム"
"3-n103","メガドレイン"
"3-n103","こうごうせい"
"3-n103","タネマシンガン"
"3-n103","ギガドレイン"
"3-n103","じんつうりき"
"3-n103","さわぐ"
"3-n103","なやみのタネ"
"3-n103","ソーラービーム"
"3-n103","すいとる"
"3-n103","リフレクター"
"3-n103","やどりぎのタネ"
"3-n103","はかいこうせん"
"3-n103","ギガインパクト"
"3-n103","マジカルリーフ"
"3-n103","ひかりのかべ"
"3-n103","じばく"
"3-n103","ねむる"
"3-n103","どろぼう"
"3-n103","いびき"
"3-n103","まもる"
"3-n103","メロメロ"
"3-n103","にほんばれ"
"3-n103","からげんき"
"3-n103","パワースワップ"
"3-n103","サイコカッター"
"3-n103","トリックルーム"
"3-n103","りんしょう"
"3-n103","じならし"
"3-n103","グラスフィールド"
"3-n103","じだんだ"
"3-n103","つるぎのまい"
"3-n103","けたぐり"
"3-n103","サイコキネシス"
"3-n103","みがわり"
"3-n103","ヘドロばくだん"
"3-n103","こらえる"
"3-n103","ねごと"
"3-n103","みらいよち"
"3-n103","スキルスワップ"
"3-n103","めいそう"
"3-n103","エナジーボール"
"3-n103","しねんのずつき"
"3-n103","くさむすび"
"3-n103","どくのこな"
"3-n103","しびれごな"
"3-n103","ねむりごな"
"3-n103","のろい"
"3-n103","つきのひかり"
